# seqname1 seqname2 %id nid denomid %match nmatch denommatch
WP_000350729.1 WP_003230458.1  82.02    187    228  99.56    228    229
WP_000350729.1 WP_011860953.1  51.09    117    229  98.71    229    232
WP_000350729.1 YP_007003377.1  26.42     56    212  81.48    198    243
WP_000350729.1 YP_009274876.1  60.96    139    228  96.14    224    233
WP_000350729.1 YP_009274875.1  31.00     71    229  90.24    222    246
WP_000350729.1 YP_009832138.1  24.45     56    229  93.28    222    238
WP_003230458.1 WP_011860953.1  50.88    116    228  98.28    228    232
WP_003230458.1 YP_007003377.1  24.53     52    212  81.82    198    242
WP_003230458.1 YP_009274876.1  61.84    141    228  96.55    224    232
WP_003230458.1 YP_009274875.1  32.89     75    228  89.84    221    246
WP_003230458.1 YP_009832138.1  26.75     61    228  93.67    222    237
WP_011860953.1 YP_007003377.1  25.94     55    212  80.49    198    246
WP_011860953.1 YP_009274876.1  42.54     97    228  95.74    225    235
WP_011860953.1 YP_009274875.1  35.34     82    232  90.69    224    247
WP_011860953.1 YP_009832138.1  28.57     66    231  93.72    224    239
YP_007003377.1 YP_009274876.1  21.23     45    212  80.33    196    244
YP_007003377.1 YP_009274875.1  19.34     41    212  76.86    196    255
YP_007003377.1 YP_009832138.1  12.74     27    212  80.82    198    245
YP_009274876.1 YP_009274875.1  35.96     82    228  89.07    220    247
YP_009274876.1 YP_009832138.1  28.95     66    228  93.67    222    237
YP_009274875.1 YP_009832138.1  24.68     57    231  88.76    221    249
